Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Phường Phú Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,83.6,102.8708134,Hồ Chí Minh
"Số 7H/15/351, Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",,Phường Nhật Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,56,94.64285714,Hà Nội
"Đường CSEDP, Phường Đông Vệ, Thanh Hóa, Thanh Hóa.",,Phường Đông Vệ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,90,42.77777778,Thanh Hóa.
"Ngõ 18, Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,55,150.9090909,Hà Nội
"Đường 5, Phường Bình Trưng Tây, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Bình Trưng Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,50,78,Hồ Chí Minh
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Quận 12,Phường Hiệp Thành,"Nhà mặt phố, mặt tiền",,4,4,65,64.61538462,Hồ Chí Minh
"Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",,Phường Vĩnh Hưng,,Đã có sổ,,,60,71.66666667,Hà Nội
"Dự án KVG The Capella Nha Trang, Đường Võ Nguyên Giáp, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",,,Nhà phố liền kề,Hợp đồng mua bán,3,3,100,39.5,Khánh Hòa
"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",,Phường Kiến Hưng,Nhà phố liền kề,Hợp đồng mua bán,,1,33,42.42424242,Hà Nội
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",,,,Đã có sổ,3,3,60,78.33333333,Hà Nội
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",,5,5,70,98.57142857,Hà Nội
"Hẻm 183, Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",Quận 10,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,40,227.5,Hồ Chí Minh
"Số 3/83 ngõ 61, Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",,Phường Long Biên,"Nhà mặt phố, mặt tiền",,5,6,40,156.25,Hà Nội
"Đường An Dương Vương, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,Phường 10,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,66,135.6060606,Hồ Chí Minh
"89, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,35,178.5714286,Hà Nội
"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Sơn Nhì,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,74,92.2972973,Hồ Chí Minh
"Hẻm 701, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Quận 7,Phường Tân Hưng,,Đã có sổ,2,2,45,97.77777778,Hồ Chí Minh
"Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,,Đã có sổ,,,70,97.14285714,Hà Nội
"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Phường Long Thạnh Mỹ,Nhà phố liền kề,Hợp đồng mua bán,,,45,155.5555556,Hồ Chí Minh
"Dự án The Standard, Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Tân Uyên, Bình Dương",,Phường Tân Phước Khánh,Nhà phố liền kề,Đã có sổ,2,4,85,69.41176471,Bình Dương
"Đường Phố Trạm, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,48,133.3333333,Hà Nội
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Chánh,,Đã có sổ,4,4,56.1,112.2994652,Hồ Chí Minh
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",,Phường Tương Mai,"Nhà mặt phố, mặt tiền",,5,,40,187,Hà Nội
"Xã Đông La, Hoài Đức, Hà Nội",,,,Đã có sổ,6,3,36.5,112.3287671,Hà Nội
"Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,,Đã có sổ,4,,36,208.0555556,Hà Nội
"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,64,104.6875,Hồ Chí Minh
"Số 43A ngõ 88, Phố Kim Hoa, Phường Phương Liên, Đống Đa, Hà Nội",,Phường Phương Liên,,,5,3,12,150,Hà Nội
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",,,Nhà phố liền kề,Đã có sổ,,3,90,35.55555556,Long An
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",,Phường Tây Mỗ,,Đã có sổ,5,6,53,120.5660377,Hà Nội.
"168/86// Đường Bình Trị Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,2,5,96,88.54166667,Hồ Chí Minh
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,Phường 14,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,31,219.3548387,Hồ Chí Minh
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",,Phường Thanh Xuân Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,56,151.7857143,Hà Nội
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",,Phường Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,116.8,62.5,Hà Nội
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên.",,,Nhà phố liền kề,,5,,56,135.7142857,Hưng Yên.
"Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông A,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,64,93.4375,Hồ Chí Minh
"Đường Bùi Tá Hán, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,Phường  Khuê Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,65,72.30769231,Đà Nẵng
"Đường Gò Dầu, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Thành,"Nhà mặt phố, mặt tiền",,4,4,50,140,Hồ Chí Minh
"Dự án Tấn Đức Central Park, Đường 47, Phường Đồng Tiến, Phổ Yên, Thái Nguyên.",,Phường Đồng Tiến,Nhà phố liền kề,,,,100,21.5,Thái Nguyên.
"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",,,,70,137.1428571,Hà Nội
"Five Star Kim Giang, Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",,Phường Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,55,123.6363636,Hà Nội
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,37,151.3513514,Hà Nội
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,45,110,Hà Nội
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,30,153.3333333,Hà Nội
"Dự án Golden Point Đồng Hòa, Đường Bùi Viện, Phường Đồng Hòa, Kiến An, Hải Phòng",,Phường Đồng Hòa,Nhà phố liền kề,Đã có sổ,4,4,67.5,66.66666667,Hải Phòng
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",,Phường Phù Chẩn,Nhà phố liền kề,Đã có sổ,3,,180,55.55555556,Bắc Ninh
"Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,,Đã có sổ,5,3,45,126.6666667,Hà Nội
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",,Phường Phù Chẩn,Nhà phố liền kề,Đã có sổ,3,5,180,53.88888889,Bắc Ninh
"Đường Mai Hiên, Xã Mai Lâm, Đông Anh, Hà Nội",,,"Nhà mặt phố, mặt tiền",,3,3,46.5,60.21505376,Hà Nội
"Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",Quận 12,Phường Trung Mỹ Tây,,Đã có sổ,1,3,68,41.17647059,Hồ Chí Minh
"Dự án Vincom Shophouse Royal Park Quảng Trị, Thành phố Đông Hà, Quảng Trị",Thành phố Đông Hà,,Nhà phố liền kề,Đã có sổ,,,120,58.33333333,Quảng Trị
"Đường 826C, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,40,34.5,Hồ Chí Minh
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,,Nhà phố liền kề,Đã có sổ,5,,120,66.66666667,Hưng Yên
"Dự án Palm Manor Việt Trì, Đường Lạc Long Quân, Phường Minh Nông, Việt Trì, Phú Thọ.",,Phường Minh Nông,Nhà phố liền kề,Hợp đồng mua bán,,,98,70.40816327,Phú Thọ.
"Dự án The Larita, Xã Mỹ Yên, Bến Lức, Long An",,,Nhà phố liền kề,Đã có sổ,3,4,80,18.75,Long An
"Phố Đại La, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",,Phường Đồng Tâm,,Đã có sổ,5,3,32,178.125,Hà Nội
"Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",,,,Đã có sổ,1,3,75,31.33333333,Hồ Chí Minh
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,Nhà phố liền kề,Đã có sổ,3,3,90,64.44444444,Hồ Chí Minh
"Đường Phạm Hùng, Phường 9, Quận 8, Hồ Chí Minh",Quận 8,Phường 9,"Nhà mặt phố, mặt tiền",,2,8,86,88.37209302,Hồ Chí Minh
"Dự án The Pearl Riverside, Bến Lức, Long An",,,Nhà phố liền kề,Đã có sổ,,4,70,38.57142857,Long An
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,,Nhà phố liền kề,Đã có sổ,5,,120,83.33333333,Hưng Yên
"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",,Phường Thanh Khê Tây,"Nhà mặt phố, mặt tiền",,3,3,41.8,68.18181818,Đà Nẵng
"Đường Lê Duẩn, Phường Tân Chính, Thanh Khê, Đà Nẵng",,Phường Tân Chính,"Nhà mặt phố, mặt tiền",,,2,48.6,60.69958848,Đà Nẵng
"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",,Phường Hòa Cường Bắc,"Nhà mặt phố, mặt tiền",,3,3,56,83.03571429,Đà Nẵng
"Đường Hồ Tương, Phường An Khê, Thanh Khê, Đà Nẵng",,Phường An Khê,"Nhà mặt phố, mặt tiền",,3,3,32,112.5,Đà Nẵng
"Xã Bình Minh, Trảng Bom, Đồng Nai",,,,,,4,272,16.54411765,Đồng Nai
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",,Phường Hàng Bột,,Đã có sổ,5,3,42,202.3809524,Hà Nội
"Dự án Green Dragon City, Phường Cẩm Trung, Cẩm Phả, Quảng Ninh",,Phường Cẩm Trung,Nhà phố liền kề,Đã có sổ,5,,114,74.56140351,Quảng Ninh
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 12,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,53,82.0754717,Hồ Chí Minh
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",,Phường Đại Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,33,163.6363636,Hà Nội.
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",,,Nhà phố liền kề,Hợp đồng mua bán,,,68,125,Hưng Yên
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",,Phường Cổ Nhuế 1,,Đã có sổ,5,4,40,157.5,Hà Nội
"Dự án KDC Bình Hưng, Đường Quốc Lộ 50, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",,,Nhà phố liền kề,Đã có sổ,3,4,72,115.9722222,Hồ Chí Minh
"Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Tân Tạo,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,40,58.75,Hồ Chí Minh
"Đường Lạc Long Quân, Phường 8, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 8,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,20,140,Hồ Chí Minh
"Ngõ 271, Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Hợp đồng mua bán,,,91,38.46153846,Hà Nội
"Đường Lạc Thị, Xã Ngọc Hồi, Thanh Trì, Hà Nội",,,"Nhà mặt phố, mặt tiền",,5,,45,100,Hà Nội
"Đường 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,52,138.4615385,Hồ Chí Minh
"Phường Yên Nghĩa, Hà Đông, Hà Nội",,Phường Yên Nghĩa,,Đã có sổ,4,3,34,86.76470588,Hà Nội
"Đường Lê Thạch, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng",,Phường Hòa Phát,"Nhà mặt phố, mặt tiền",Đã có sổ,3,5,112.5,43.55555556,Đà Nẵng
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",,,Nhà phố liền kề,Hợp đồng mua bán,2,4,225,40,Long An
"Xã Phụng Châu, Chương Mỹ, Hà Nội",,,,Đã có sổ,3,3,34,61.76470588,Hà Nội
"Đường Trịnh Như Khuê, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,98.4,12.09349593,Hồ Chí Minh
"Phố Tôn Đức Thắng, Phường Văn Chương, Đống Đa, Hà Nội",,Phường Văn Chương,,Đã có sổ,4,3,20,180,Hà Nội
"Đường Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Phường Phạm Ngũ Lão,"Nhà mặt phố, mặt tiền",,3,2,26.4,145.8333333,Hồ Chí Minh
"Dự án Khu đô thị Xuân Hưng, Đường CSEDP, Phường Quảng Thắng, Thanh Hóa, Thanh Hóa",,Phường Quảng Thắng,Nhà phố liền kề,Đã có sổ,4,,75,58,Thanh Hóa
"551/263, Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Quận 12,Phường Hiệp Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,60,93.33333333,Hồ Chí Minh
"Đường Lê Văn Chí, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,51,117.6470588,Hồ Chí Minh
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,35,161.4285714,Hà Nội
"Tổ 9, Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,34,235.2941176,Hà Nội
"Xã Đông La, Hoài Đức, Hà Nội",,,,Đã có sổ,6,4,40,81.25,Hà Nội
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",,Phường Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,6,8,55,138.1818182,Hà Nội
"Dự án PiCity Sky Park, Đường Bình Đường, Phường An Bình, Dĩ An, Bình Dương",,Phường An Bình,Nhà phố liền kề,Đã có sổ,2,4,120,65.83333333,Bình Dương
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,,Nhà phố liền kề,,5,,56,135.7142857,Hưng Yên
"Dự án Cozy House Bình Dương, Đường Bình Chuẩn 36, Phường Bình Chuẩn, Thuận An, Bình Dương",,Phường Bình Chuẩn,Nhà phố liền kề,Đã có sổ,3,3,60,49.16666667,Bình Dương
"Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,60,108.3333333,Hồ Chí Minh
"Xã Đông La, Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,,,Đã có sổ,4,4,40,62.5,Hà Nội
"Dự án The Oasis, Phường An Phú, Thuận An, Bình Dương",,Phường An Phú,Nhà phố liền kề,Đã có sổ,3,4,100,55,Bình Dương
"Đường Tỉnh Lộ 422B, Xã Vân Canh, Hoài Đức, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,30,136.6666667,Hà Nội
"Đường Vĩnh Khánh, Phường 10, Quận 4, Hồ Chí Minh",Quận 4,Phường 10,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,11,168.1818182,Hồ Chí Minh
"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",Quận 12,Phường Tân Chánh Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,110,45.45454545,Hồ Chí Minh
"Dự án Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",,Phường Phù Chẩn,Nhà phố liền kề,,3,,135,55.92592593,Bắc Ninh
"22/30, Đường 21, Phường 8, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 8,"Nhà mặt phố, mặt tiền",,4,4,54,105.5555556,Hồ Chí Minh
"Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",Huyện Chương Mỹ,,,Đã có sổ,4,4,40,48.75,Hà Nội
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa B,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,58.3,94.33962264,Hồ Chí Minh
"86, Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 12,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,53,122.6415094,Hồ Chí Minh
"Phường Thổ Quan, Đống Đa, Hà Nội",,Phường Thổ Quan,,,6,,27,277.7777778,Hà Nội
"Đường Số 9, Phường 9, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 9,"Nhà mặt phố, mặt tiền",,2,2,30,125,Hồ Chí Minh
"Phường 7, Quận 8, Hồ Chí Minh",Quận 8,Phường 7,,,1,,101,47.52475248,Hồ Chí Minh
"Hẻm 47/, Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 24,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,20,172.5,Hồ Chí Minh
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 9,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,72,131.9444444,Hồ Chí Minh
"Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Xã Hồng Tiến, Phổ Yên, Thái Nguyên.",,,Nhà phố liền kề,Đã có sổ,,,100,33,Thái Nguyên.
"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",,,Nhà phố liền kề,Hợp đồng mua bán,2,4,160,28.4375,Bình Thuận
"Dự án Lavela Garden, Đường Bình Chuẩn 69, Phường Bình Chuẩn, Thuận An, Bình Dương",,Phường Bình Chuẩn,Nhà phố liền kề,Đã có sổ,2,3,62,45.16129032,Bình Dương
"Đường 16, Xã Long Điền, Long Điền, Bà Rịa Vũng Tàu",,,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,65,25.38461538,Bà Rịa Vũng Tàu
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 9,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,48,129.1666667,Hồ Chí Minh
"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội",,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,,,30.6,212.4183007,Hà Nội
"Xã Đại Thành, Quốc Oai, Hà Nội",,,,Đã có sổ,3,3,45,58.88888889,Hà Nội
"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 16,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,40,140,Hồ Chí Minh
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,,,24.3,296.2962963,Hà Nội
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",Quận 3,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,65,153.8461538,Hồ Chí Minh
"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Biên Hòa, Đồng Nai.",,Phường Bửu Long,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,84,29.16666667,Đồng Nai.
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",,Phường Phù Chẩn,Nhà phố liền kề,,3,,135,55.92592593,Bắc Ninh
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,31,146.7741935,Hà Nội
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",,Phường Mai Dịch,,Đã có sổ,,,38.1,144.3569554,Hà Nội
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",Quận 10,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,60,133.3333333,Hồ Chí Minh
"Đường Cầu Tó, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,35,81.42857143,Hà Nội
"Đường Dương Công Khi, Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,177,30.84745763,Hồ Chí Minh
"Đường Hùng Vương, Xã Vĩnh Thanh, Nhơn Trạch, Đồng Nai",,,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,100,27,Đồng Nai
