Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Đường Nguyễn Du, Phường Bình Hòa, Thị xã Thuận An, Bình Dương",,Phường Bình Hòa,"Nhà ngõ, hẻm",Đang chờ sổ,,2,40,24,Bình Dương
"An Phú 20, Phường An Phú, Thị xã Thuận An, Bình Dương",,Phường An Phú,"Nhà ngõ, hẻm",Đã có sổ,,,70,22,Bình Dương
"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,Phường Bến Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,1455,689,Tp Hồ Chí Minh
"Đường Nguyễn Văn Huyên, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà mặt phố, mặt tiền",Đã có sổ,,,1455,13,Hà Nội
"Đường Phú Tức, Phường 2, Thành phố Sóc Trăng, Sóc Trăng",,Phường 2,"Nhà mặt phố, mặt tiền",Đã có sổ,,,320,2,Sóc Trăng
"Dt746, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,Phường Tân Phước Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,,,61,31,Bình Dương
"đường só 4, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Phường 26,"Nhà mặt phố, mặt tiền",Đã có sổ,,,41,160,Tp Hồ Chí Minh
"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,,3,31,79,Hà Nội
"quan nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,3,,44,75,Hà Nội
"huỳnh tấn phát, Phường Hiệp Ninh, Thành phố Tây Ninh, Tây Ninh",,Phường Hiệp Ninh,"Nhà ngõ, hẻm",Đã có sổ,,,120,8,Tây Ninh
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,5,1,36,83,Hà Nội
"68, Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Sơn Kỳ,"Nhà ngõ, hẻm",Đã có sổ,,,36,100,Tp Hồ Chí Minh
"Đường Nhật Tảo, Phường Lê Bình, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Lê Bình,"Nhà ngõ, hẻm",Đã có sổ,,,85,7,Cần Thơ
"802 Kha Vạn Cân, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Linh Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,,,110,122,Tp Hồ Chí Minh
"Đường Trần Hưng Đạo, Phường 5, thành phố Vị Thanh, Hậu Giang",,Phường 5,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,5,Hậu Giang
"Đường Nguyên Tử Lực, Phường 8, Thành phố Đà Lạt, Lâm Đồng",,Phường 8,"Nhà mặt phố, mặt tiền",Đã có sổ,6,,174,66,Lâm Đồng
"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,4,50,57,Hà Nội
"Đường Long Thuận, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Trường Thạnh,"Nhà ngõ, hẻm",Đã có sổ,,,63,42,Tp Hồ Chí Minh
"Đường Tô Ngọc Vân, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Linh Đông,"Nhà ngõ, hẻm",Đã có sổ,,,70,56,Tp Hồ Chí Minh
"29/4k6, Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 14,"Nhà ngõ, hẻm",Đã có sổ,1,,27,140,Tp Hồ Chí Minh
"Đường Nguyễn Văn Linh, Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường Long Tuyền,"Nhà mặt phố, mặt tiền",Đã có sổ,,1,71,22,Cần Thơ
"Đường Số 10, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Phước,"Nhà ngõ, hẻm",Đã có sổ,2,3,70,64,Tp Hồ Chí Minh
"bình nhâm 23, Phường Bình Nhâm, Thị xã Thuận An, Bình Dương",,Phường Bình Nhâm,"Nhà ngõ, hẻm",Đã có sổ,,,84,20,Bình Dương
"Đường Xuân Thới Thượng 18, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Xuân Thới Thượng,"Nhà ngõ, hẻm",Đã có sổ,,,80,10,Tp Hồ Chí Minh
"Đường Số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 11,"Nhà ngõ, hẻm",Đã có sổ,2,,5175,113,Tp Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",Quận 2,Phường Bình Trưng Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,,,65,10,Tp Hồ Chí Minh
"Đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,70,102,Tp Hồ Chí Minh
"Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4,1,40,68,Hà Nội
"Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,Nhà phố liền kề,Đã có sổ,,2,50,139,Hà Nội
"Đường Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,5,1,40,95,Hà Nội
"tích phú, Xã Đại Hiệp, Huyện Đại Lộc, Quảng Nam",Huyện Đại Lộc,Xã Đại Hiệp,"Nhà ngõ, hẻm",Đã có sổ,,,100,2,Quảng Nam
"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,,,33,54,Hà Nội
"K141 H10/12, Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Phường Hòa Cường Bắc,"Nhà ngõ, hẻm",Đã có sổ,,,105,43,Đà Nẵng
"Đường 835, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Bình Chánh,"Nhà ngõ, hẻm",Đã có sổ,,,90,10,Tp Hồ Chí Minh
"487/41, Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Tân Thuận Đông,"Nhà ngõ, hẻm",Đã có sổ,,,18,53,Tp Hồ Chí Minh
"Tháp Bà, Phường Vĩnh Thọ, Thành phố Nha Trang, Khánh Hòa",,Phường Vĩnh Thọ,"Nhà ngõ, hẻm",Đã có sổ,,2,41,28,Khánh Hòa
"Đường Trần Quang Diệu, Phường 14, Quận 3, Tp Hồ Chí Minh",Quận 3,Phường 14,Nhà biệt thự,Đã có sổ,2,2,40,112,Tp Hồ Chí Minh
"180, Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Tân Thuận Đông,"Nhà ngõ, hẻm",Đã có sổ,2,,94,25,Tp Hồ Chí Minh
"Đường Nguyễn Thị Ly, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Xuân Thới Sơn,"Nhà ngõ, hẻm",Đã có sổ,,,175,23,Tp Hồ Chí Minh
"Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Long Thạnh Mỹ,"Nhà ngõ, hẻm",Đã có sổ,,,516,70,Tp Hồ Chí Minh
"Đường Dương Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Phường Nại Hiên Đông,"Nhà ngõ, hẻm",Đã có sổ,,,1000,25,Đà Nẵng
"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5,1,35,101,Hà Nội
"Đường Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,7,1,300,16,Hà Nội
"Đường Cách Mạng Tháng Tám, Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường An Thới,"Nhà mặt phố, mặt tiền",Đã có sổ,4,14,129,193,Cần Thơ
"đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,1,30,106,Hà Nội
"đường 3, Xã Tân Tiến, Huyện An Dương, Hải Phòng",Huyện An Dương,Xã Tân Tiến,"Nhà ngõ, hẻm",Đã có sổ,,,100,8,Hải Phòng
"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,,63,63,Hà Nội
"Đường Hồ Bá Phấn, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phước Long A,"Nhà ngõ, hẻm",Đã có sổ,2,4,60,108,Tp Hồ Chí Minh
"Đường Lê Văn Tâm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,90,53,Đà Nẵng
"Đường Vạn Xuân, Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",,Phường Tân Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,70,23,Đắk Lắk
"tây sơn, Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",,Phường Tân Thành,"Nhà ngõ, hẻm",Đã có sổ,,2,102,15,Đắk Lắk
"D7 TIỂU DỰ ÁN NHI ĐỒNG, Đường Nguyễn Văn Cừ, Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường Bình Thủy,"Nhà ngõ, hẻm",Đang chờ sổ,,,56,26,Cần Thơ
"K141 H10/12, Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Phường Hòa Cường Bắc,"Nhà ngõ, hẻm",Đã có sổ,,,105,43,Đà Nẵng
"Đường Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,,2,105,30,Hà Nội
"Quốc lộ 13, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà ngõ, hẻm",Giấy tờ khác,,,105,32,Bình Dương
"Đường Võ Thị Sáu, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,Phường Tân Phước Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,100,9,Bình Dương
"Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",,Phường Long Bình Tân,"Nhà ngõ, hẻm",Đã có sổ,,2,40,22,Đồng Nai
"Đường Nguyễn Khang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,,35,174,Hà Nội
"Đường Phước Long, Phường Phước Long, Thành phố Nha Trang, Khánh Hòa",,Phường Phước Long,"Nhà ngõ, hẻm",Đã có sổ,1,,1144,27,Khánh Hòa
"Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,3,3,53,63,Hà Nội
"Đường Tân Lập 2, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Hiệp Phú,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,60,30,Tp Hồ Chí Minh
"Đường Quán Khái, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Hoà Hải,"Nhà mặt phố, mặt tiền",Đã có sổ,,,138,21,Đà Nẵng
"Đường Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,32,56,Hà Nội
"523A, 523A Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà ngõ, hẻm",Đã có sổ,,2,32,34,Tp Hồ Chí Minh
"372, Đường Nguyễn Văn Linh, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Phường Hòa Thuận Đông,"Nhà ngõ, hẻm",Đã có sổ,,,100,59,Đà Nẵng
"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,34,63,Hà Nội
"20, Phước Hưng, Xã Phước Lâm, Huyện Cần Giuộc, Long An",Huyện Cần Giuộc,Xã Phước Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,,,81,5,Long An
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,6,,46,226,Hà Nội
"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",Quận 1,Phường Cầu Kho,"Nhà ngõ, hẻm",Đã có sổ,3,3,30,260,Tp Hồ Chí Minh
"TMT 05, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Trung Mỹ Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,878,64,Tp Hồ Chí Minh
"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",Đã có sổ,,,60,49,Tp Hồ Chí Minh
"Đường 7B, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,Phường Mỹ Phước,Nhà phố liền kề,Đã có sổ,,,78,12,Bình Dương
"Đường Nguyễn Văn Tuôi, Thị trấn Bến Lức, Huyện Bến Lức, Long An",Huyện Bến Lức,,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,70,12,Long An
"Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 17,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,75,61,Tp Hồ Chí Minh
"Gò Lăng 5, Xã Hòa Nhơn, Huyện Hòa Vang, Đà Nẵng",Huyện Hòa Vang,Xã Hòa Nhơn,"Nhà mặt phố, mặt tiền",Đã có sổ,,,150,10,Đà Nẵng
"Bãi Dài, Xã Tiến Xuân, Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,Xã Tiến Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,,,75,14,Hà Nội
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",Quận 6,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,,,22,102,Tp Hồ Chí Minh
"Đường Võ Văn Kiệt, Phường Thuỷ Xuân, Thành phố Huế, Thừa Thiên Huế",,Phường Thuỷ Xuân,"Nhà ngõ, hẻm",Đã có sổ,,,100,15,Thừa Thiên Huế
"phố bạch mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,1,31,103,Hà Nội
"Đường La Thành, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,5,1,42,114,Hà Nội
"Đường Đồng Văn Cống, Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường An Thới,"Nhà ngõ, hẻm",Đã có sổ,,,49,25,Cần Thơ
"Đường Cầu Xây 2, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Tân Phú,"Nhà ngõ, hẻm",Đã có sổ,,,301,49,Tp Hồ Chí Minh
"Đường Mimosa, Phường 10, Thành phố Đà Lạt, Lâm Đồng",,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,,,100,3,Lâm Đồng
"Đường Trần Nhật Duật, Phường Đông Vĩnh, Thành phố Vinh, Nghệ An",,Phường Đông Vĩnh,"Nhà ngõ, hẻm",Đã có sổ,,,65,11,Nghệ An
"Đường Quốc Lộ 14B, Xã Đại Hiệp, Huyện Đại Lộc, Quảng Nam",Huyện Đại Lộc,Xã Đại Hiệp,"Nhà ngõ, hẻm",Đã có sổ,,,125,2,Quảng Nam
"Đường Quốc Lộ 414, Xã Yên Bài, Huyện Ba Vì, Hà Nội",Huyện Ba Vì,Xã Yên Bài,"Nhà ngõ, hẻm",Đã có sổ,,,290,13,Hà Nội
"K20, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Hoà Hải,"Nhà mặt phố, mặt tiền",Đã có sổ,,,86,39,Đà Nẵng
"Đường Nguyễn Cửu Phú, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Tân Tạo A,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,90,55,Tp Hồ Chí Minh
"Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Long Thạnh Mỹ,"Nhà ngõ, hẻm",Đã có sổ,1,,55,13,Tp Hồ Chí Minh
"đường thịnh hào, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,1,20,95,Hà Nội
"Đường Tỉnh Lộ 10, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Tân Tạo A,"Nhà ngõ, hẻm",Đã có sổ,,,92,32,Tp Hồ Chí Minh
"Đường Số 38, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông B,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,64,82,Tp Hồ Chí Minh
"22/4/20, Đường Số 21, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 8,"Nhà ngõ, hẻm",Đã có sổ,,,46,81,Tp Hồ Chí Minh
"102/42, đường 3/2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường Hưng Lợi,"Nhà ngõ, hẻm",Đã có sổ,,,1237,24,Cần Thơ
"Đường Cây Dương, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",Huyện Đức Hòa,Xã Đức Hòa Hạ,"Nhà ngõ, hẻm",Đang chờ sổ,,2,28,16,Long An
"Một Phần 273/1, Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà ngõ, hẻm",Đã có sổ,4,,58,70,Tp Hồ Chí Minh
"Đường Nguyễn Văn Khối||7124, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 8,Nhà phố liền kề,Đã có sổ,3,4,54,90,Tp Hồ Chí Minh
"Đường Số 2, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Trường Thọ,"Nhà mặt phố, mặt tiền",Đã có sổ,,,70,9,Tp Hồ Chí Minh
"Tỉnh Lộ 4, Xã Quảng Lợi, Huyện Quảng Điền, Thừa Thiên Huế",Huyện Quảng Điền,Xã Quảng Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,,,200,3,Thừa Thiên Huế
"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,3,2,50,53,Hà Nội
"Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,1,35,82,Hà Nội
"Đường Số 10, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà B,"Nhà ngõ, hẻm",Đã có sổ,3,6,80,53,Tp Hồ Chí Minh
"Đường Bình Nhâm 88, Phường Bình Nhâm, Thị xã Thuận An, Bình Dương",,Phường Bình Nhâm,"Nhà ngõ, hẻm",Đã có sổ,,,137,23,Bình Dương
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà ngõ, hẻm",Đã có sổ,,2,56,15,Tp Hồ Chí Minh
"đường Trương định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,5,1,29,114,Hà Nội
"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 14,"Nhà mặt phố, mặt tiền",Đã có sổ,2,,40,92,Tp Hồ Chí Minh
"Quốc Lộ 91c, Thị trấn Mái Dầm, Huyện Châu Thành, Hậu Giang",Huyện Châu Thành,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,80,8,Hậu Giang
"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Phường 26,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,80,45,Tp Hồ Chí Minh
"Đường 490||9155, Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Xã Phạm Văn Cội,"Nhà mặt phố, mặt tiền",Đã có sổ,,,256,5,Tp Hồ Chí Minh
"Khu Phố Bình Hòa, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,70,85,Bình Dương
"Đường D1, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,200,2,Bình Dương
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Tân Chánh Hiệp,"Nhà ngõ, hẻm",Đã có sổ,3,4,40,87,Tp Hồ Chí Minh
"Đường Mã Lò, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà A,"Nhà ngõ, hẻm",Đã có sổ,,,65,53,Tp Hồ Chí Minh
"Đường Trần Hưng Đạo, Phường 5, thành phố Vị Thanh, Hậu Giang",,Phường 5,"Nhà ngõ, hẻm",Đã có sổ,,,100,5,Hậu Giang
"Đường 824, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An",Huyện Đức Hòa,Xã Mỹ Hạnh Nam,Nhà biệt thự,Đang chờ sổ,2,4,90,26,Long An
"Luỹ Bán Bích, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 8,"Nhà ngõ, hẻm",Đã có sổ,,,1626,100,Tp Hồ Chí Minh
"Đường Hà Văn Lao||9327, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,"Nhà ngõ, hẻm",Đã có sổ,,,273,14,Tp Hồ Chí Minh
"Đường Bến Than, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Xã Tân Thạnh Đông,"Nhà ngõ, hẻm",Đã có sổ,,,132,10,Tp Hồ Chí Minh
"Nguyễn Trọng Quyền, Xã Trung Thạnh, Huyện Cờ Đỏ, Cần Thơ",Huyện Cờ Đỏ,Xã Trung Thạnh,"Nhà ngõ, hẻm",Đã có sổ,,,1000,3,Cần Thơ
"825, đường hương lộ 11, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Hưng Long,"Nhà ngõ, hẻm",Đã có sổ,,,32,18,Tp Hồ Chí Minh
"12, Đường Tỉnh Lộ 768, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Phường Trảng Dài,"Nhà mặt phố, mặt tiền",Giấy tờ khác,1,3,82,20,Đồng Nai
